country,year,party_id,party,vote,seat,epvote,family,eu_position,eu_intmark,eu_foreign,lrgen,lrecon,spendvtax,deregulation,redistribution,civlib_laworder,sociallifestyle,religious_principles,immigrate_policy,multiculturalism,urban_rural,environment,regions,ethnic_minorities,nationalism,mds1,mds2
1,2006,108,CDH,5.5,5.3000002,5.699999809265137,4,6.57,5.83,6.33,5.5,5.83,4.670000076293945,4.670000076293945,4.0,6.0,6.5,5.829999923706055,4.829999923706055,5.0,6.800000190734863,,7.0,3.670000076293945,,-0.6450364486847112,1.170410943865605
1,2006,112,VB,11.6,12.0,14.30000019073486,1,2.5,4.33,3.88,9.67,7.13,6.75,5.670000076293945,6.139999866485596,9.880000114440918,9.670000076293944,6.880000114440918,9.880000114440918,10.0,4.400000095367432,,3.25,10.0,,-0.7028442995693996,6.218130326468267
1,2006,104,ECOLO,3.1,2.7,3.700000047683716,7,5.57,3.67,5.67,2.83,3.5,2.829999923706055,2.0,2.0,2.329999923706055,1.5,1.330000042915344,2.0,2.0,4.599999904632568,,6.3299999,2.329999923706055,,1.3639587087257634,-4.104288645587219
1,2006,103,SPA,14.9,15.3,11.0,5,5.6,3.89,5.5,3.22,2.63,1.879999995231628,2.220000028610229,1.879999995231628,4.0,1.330000042915344,1.629999995231628,3.75,3.3800001,3.200000047683716,,4.8800001,3.289999961853027,,1.5341710328159983,-3.1556479453503665
1,2006,107,VLD,15.4,16.700001,13.60000038146973,3,6.8,6.56,6.75,6.78,7.88,8.130000114440918,8.220000267028809,5.75,5.130000114440918,1.0,1.139999985694885,6.130000114440918,5.5,3.200000047683716,,4.75,5.0,,-4.265180532063637,-0.7818879222721355
1,2010,112,VB,7.76,8.0,9.850000381469728,1,2.599999904632568,4.166666507720947,4.07692289352417,9.857142448425291,7.933333396911621,8.0,7.428571224212646,6.111111164093018,9.181818008422852,9.0,4.599999904632568,10.0,9.909091,5.75,7.6666665,1.6666666,9.100000381469728,,-4.477170197418062,4.34079337672789
1,2010,103,SPA,9.24,8.6999998,8.210000038146973,5,6.066666603088379,5.214285850524902,6.428571224212646,3.428571224212646,3.199999809265137,2.615384578704834,2.888888835906982,2.454545497894287,3.599999904632568,1.818181872367859,1.636363625526428,4.0,4.5,3.625,3.9166667,3.75,3.799999952316284,,1.781512040047803,-2.293162688883715
1,2010,117,LDD,2.31,0.69999999,4.510000228881836,9,3.5,5.0,5.833333492279053,8.428571701049805,8.866666793823242,9.384614944458008,8.333333015441895,8.399999618530273,8.666666984558105,4.181818008422852,1.0,8.666666984558105,9.0,4.571428775787354,7.75,2.2727273,8.44444465637207,,-6.019652235857951,1.2890859896654048
1,2010,119,PVDA,0.14,0.0,0.6100000143051147,6,2.384615421295166,3.833333253860474,3.857142925262451,0.2857142686843872,0.2000000476837158,0.1818181872367859,0.1666666716337204,0.1111111119389534,1.714285731315613,1.571428537368774,1.25,0.300000011920929,1.875,4.166666507720947,4.625,6.1428571,1.857142806053162,,6.308565445339675,-1.2611988648368602
1,2010,107,VLD,8.64,8.6999998,12.75,3,6.666666507720947,6.857142925262451,6.785714149475098,6.928571224212646,7.600000381469727,8.384614944458008,7.0,6.199999809265137,5.090909004211426,1.909090876579285,1.545454502105713,6.583333492279053,6.0833335,4.0,6.6666665,3.75,5.5,,-3.65990420182089,-2.1179397761412995
1,2010,109,CD&V,10.85,11.3,14.43000030517578,4,6.733333110809326,6.142857074737549,6.785714149475098,5.785714149475098,5.400000095367432,4.92307710647583,5.333333492279053,4.181818008422852,5.181818008422852,5.818181991577148,7.090909004211426,5.583333492279053,6.1666665,6.5,5.5,2.8333333,5.099999904632568,,-1.5439379536189102,0.05681765550495897
1,2010,108,CDH,5.52,6.0,4.989999771118164,4,6.571428775787354,6.083333492279053,6.666666507720947,4.5,4.0,4.615384578704834,4.25,3.363636255264282,4.454545497894287,4.181818008422852,5.454545497894287,3.0,3.9166667,5.625,5.5454545,6.1666665,3.200000047683716,,0.00170353185103395,-1.4589739529724501
1,2010,105,Groen,4.38,3.3,4.900000095367432,7,6.199999809265137,4.285714149475098,5.928571224212646,2.285714387893677,2.333333253860474,1.923076868057251,2.0,1.818181872367859,2.181818246841431,0.9090909361839294,2.545454502105713,1.416666626930237,2.25,3.5,1.0833334,4.5,1.600000023841858,,3.412829573205412,-3.6804487294027264
1,2010,102,PS,13.7,17.299999,10.88000011444092,5,6.199999809265137,5.083333492279053,6.333333492279053,2.5,2.571428537368774,1.692307710647583,2.375,1.818181872367859,2.636363744735718,1.818181872367859,1.454545497894287,2.0,3.25,4.0,4.9166665,5.5833335,2.444444417953491,,2.5994364567877777,-2.946511003647421
1,2010,110,NVA,17.4,18.0,6.130000114440918,8,5.333333492279053,6.083333492279053,6.230769157409668,7.571428298950195,7.800000190734863,8.076923370361328,7.0,6.300000190734863,7.181818008422852,6.272727489471436,4.699999809265137,7.916666507720947,8.583333,5.25,7.090909,1.6666666,7.0,,-4.342327667106855,0.8838053300766261
1,2010,118,Spirit,0.1,0.0,0.4000000059604645,3,5.25,2.111111164093018,3.111111164093018,2.769230842590332,2.384615421295166,2.444444417953491,3.333333253860474,2.428571462631226,2.714285612106323,1.555555582046509,1.285714268684387,2.666666746139526,3.3333333,3.833333253860474,3.375,3.2222223,2.571428537368774,,4.064333288683504,-1.2743822017385968
1,2010,104,ECOLO,4.8,5.3000002,8.550000190734863,7,6.0,4.583333492279053,6.083333492279053,2.285714387893677,2.142857074737549,1.538461565971375,2.222222328186035,1.600000023841858,2.272727251052856,1.181818127632141,2.272727251052856,1.0,2.0,3.875,1.0833334,5.75,1.399999976158142,,3.4915455793611017,-3.905802567052004
1,2010,106,MR,9.28,12.0,9.739999771118164,3,6.666666507720947,6.833333492279053,6.666666507720947,7.0,7.615385055541992,7.416666507720947,7.125,6.636363506317139,5.454545497894287,3.363636255264282,2.272727251052856,5.666666507720947,5.8333335,4.625,6.9166665,6.0833335,4.699999809265137,,-3.5927439927969997,-1.642493494519716
1,2010,115,FN,0.51,0.0,1.330000042915344,1,2.615384578704834,6.454545497894287,4.5,9.214285850524902,8.454545021057129,8.666666984558105,7.25,6.599999904632568,9.777777671813965,8.88888931274414,4.285714149475098,10.0,9.8000002,4.5,7.1666665,7.4000001,10.0,,-5.415193385055419,3.7536777287895036
1,2014,112,VB,3.7,2.0,4.3,1,2.599999904632568,3.0,4.199999809265137,9.199999809265137,5.5,5.199999809265137,5.400000095367432,5.0,8.600000381469727,7.199999809265137,5.599999904632568,9.600000381469728,9.6000004,4.0,7.1999998,1.4,9.600000381469728,10.0,-1.337271406464798,5.186469600244665
1,2014,110,NVA,20.3,22.0,16.8,8,5.0,6.400000095367432,6.0,7.800000190734863,8.199999809265137,9.0,8.600000381469727,7.400000095367432,8.199999809265137,3.599999904632568,3.599999904632568,7.599999904632568,8.1999998,6.0,7.5999999,2.0,7.0,9.0,-4.961352002803163,1.61675250418594
1,2014,102,PS,11.7,15.3,10.7,5,6.0,5.0,6.0,2.599999904632568,2.400000095367432,2.400000095367432,2.0,1.799999952316284,2.200000047683716,1.600000023841858,1.0,2.799999952316284,2.0,3.333333253860474,3.8,6.5999999,2.0,2.25,2.446474363603763,-3.8508530568710153
1,2014,106,MR,9.6,13.3,9.9,3,6.400000095367432,6.599999904632568,6.599999904632568,7.0,7.599999904632568,8.0,7.599999904632568,6.599999904632568,5.599999904632568,1.600000023841858,1.0,6.199999809265137,6.1999998,4.666666507720947,6.8000002,7.1999998,5.0,3.0,-4.048388100207466,-1.6388907797159824
1,2014,111,FDF,1.8,1.3,1.2,8,6.400000095367432,6.0,6.400000095367432,5.599999904632568,5.599999904632568,5.599999904632568,6.199999809265137,5.0,4.400000095367432,2.799999952316284,2.25,4.400000095367432,4.25,3.666666746139526,5.0,4.1999998,4.0,4.5,-1.1268907851584056,-1.9078959133353803
1,2014,103,SPA,8.8,8.6999998,8.3,5,6.0,5.0,6.199999809265137,3.0,2.799999952316284,2.799999952316284,2.599999904632568,2.0,2.400000095367432,1.399999976158142,1.0,3.400000095367432,2.4000001,2.333333253860474,3.4000001,6.0,2.599999904632568,2.25,1.9767498936660415,-3.8492859591600586
1,2014,104,ECOLO,3.3,4.0,4.3,7,6.25,5.0,5.400000095367432,2.200000047683716,2.200000047683716,2.599999904632568,1.799999952316284,1.600000023841858,1.399999976158142,0.800000011920929,1.399999976158142,1.799999952316284,1.2,2.333333253860474,1.0,6.8000002,1.399999976158142,1.0,2.7367022169736446,-5.261445251183845
1,2014,119,PVDA,3.7,1.3,3.5,6,3.400000095367432,2.0,2.5,0.4000000059604645,0.2000000029802322,0.2000000029802322,0.4000000059604645,0.2000000029802322,2.0,2.25,0.800000011920929,1.799999952316284,1.6,2.666666746139526,4.5999999,9.25,1.600000023841858,1.0,6.843992237752893,-2.7422009379361945
1,2014,109,CD&V,11.6,12.0,12.6,4,6.599999904632568,6.199999809265137,6.400000095367432,5.400000095367432,5.599999904632568,6.199999809265137,5.199999809265137,4.800000190734863,5.0,3.799999952316284,5.599999904632568,5.400000095367432,4.8000002,7.333333492279053,5.5999999,3.2,5.199999809265137,5.25,-1.139771396113456,-0.18347378414707521
1,2014,105,Groen,5.3,4.0,6.7,7,6.199999809265137,5.0,5.400000095367432,2.200000047683716,2.0,2.599999904632568,2.0,1.799999952316284,1.399999976158142,0.800000011920929,1.399999976158142,2.200000047683716,1.4,2.333333253860474,1.0,6.8000002,1.399999976158142,1.0,2.685070149987484,-5.183080741560883
1,2014,108,CDH,5.0,6.0,4.1,4,6.400000095367432,6.199999809265137,6.400000095367432,4.400000095367432,4.199999809265137,5.199999809265137,4.400000095367432,4.199999809265137,4.400000095367432,3.200000047683716,4.800000190734863,4.199999809265137,4.0,5.666666507720947,5.0,6.8000002,4.599999904632568,4.25,-0.33449052080676434,-1.301548992348853
1,2014,107,VLD,9.8,9.3000002,12.8,3,6.599999904632568,6.599999904632568,6.599999904632568,7.0,7.800000190734863,8.399999618530273,8.0,6.599999904632568,6.199999809265137,1.399999976158142,1.0,6.599999904632568,6.4000001,3.666666746139526,7.0,5.8000002,5.599999904632568,3.0,-4.197910073879639,-1.5371714892422417
1,2014,120,PP,1.5,0.69999999,2.2,2,2.5,2.0,4.0,7.75,8.5,7.0,7.0,6.5,8.5,7.0,2.0,8.5,9.0,6.0,7.5,8.5,9.0,10.0,-2.717635359506709,5.3799015569362805
1,2019,119,PVDA-PTB,8.62,8.1000004,8.42,6,2.727272748947144,1.666666626930237,2.25,0.3333333432674408,0.3333333432674408,0.75,0.5,0.3333333432674408,3.125,2.444444417953491,1.375,2.545454502105713,2.7,2.857142925262451,4.3333335,8.090909,2.333333253860474,2.1111112,6.5011110953245534,-1.4479000558526733
1,2019,110,VU/NVA,16.03,16.9,14.17,8,4.25,5.666666507720947,4.111111164093018,7.916666507720947,7.916666507720947,7.666666507720947,7.5,7.0,7.916666507720947,5.636363506317139,4.900000095367432,8.416666984558105,7.9166665,6.285714149475098,7.8333335,2.25,6.545454502105713,8.0,-3.384593950240446,2.921816698288451
1,2019,105,AGALEV,6.1,5.4000001,7.81,7,6.583333492279053,4.777777671813965,5.666666507720947,2.416666746139526,2.666666746139526,2.333333253860474,2.200000047683716,2.25,2.083333253860474,0.9090909361839294,1.799999952316284,2.25,1.9166666,1.899999976158142,0.83333331,6.0833335,2.0,1.9166666,1.9698423146287947,-4.951593041487137
1,2019,112,VB,11.95,12.2,12.05,1,2.25,2.5,2.111111164093018,9.583333015441896,5.0,5.636363506317139,5.0,4.416666507720947,9.416666984558104,8.363636016845703,6.166666507720947,9.833333015441896,9.583333,5.166666507720947,8.333333,2.090909,8.545454978942871,9.0,-0.00018418867875872417,5.703877360504996
1,2019,107,VLD/PVV,8.54,8.1000004,10.07,3,6.833333492279053,6.111111164093018,5.777777671813965,6.583333492279053,7.166666507720947,7.083333492279053,7.400000095367432,6.0,4.833333492279053,2.0,1.600000023841858,5.916666507720947,4.8333335,3.555555582046509,6.25,5.6666665,4.363636493682861,3.0,-3.2521253464330737,-1.5372262909822787
1,2019,103,SP/SPA,6.71,6.0999999,6.45,5,6.0,4.777777671813965,5.44444465637207,3.083333253860474,3.083333253860474,2.666666746139526,2.200000047683716,2.0,3.666666746139526,1.909090876579285,1.600000023841858,4.083333492279053,3.3333333,3.0,4.2727275,5.3333335,2.454545497894287,3.0833333,1.8421470668307252,-2.8209678317672453
1,2019,104,ECOLO,6.14,8.8000002,7.31,7,6.583333492279053,4.777777671813965,5.666666507720947,2.083333253860474,2.5,2.166666746139526,2.0,1.916666626930237,2.0,1.0,1.899999976158142,2.0,1.75,1.799999952316284,0.91666669,6.1666665,2.0,1.75,2.156986038214485,-5.089617454338119
1,2019,102,PS,9.46,13.5,9.74,5,6.083333492279053,4.777777671813965,5.44444465637207,2.083333253860474,2.25,2.0,2.0,1.583333373069763,3.090909004211426,2.0,1.5,3.416666746139526,3.0833333,3.333333253860474,4.5,6.0,2.636363744735718,3.4545455,2.52735368901654,-2.993428995854558
1,2019,106,PRL/MR,7.56,9.5,7.06,3,6.5,6.0,5.777777671813965,6.5,6.916666507720947,6.583333492279053,6.900000095367432,5.833333492279053,4.727272510528564,2.727272748947144,1.799999952316284,5.583333492279053,4.9166665,4.44444465637207,6.2727275,6.4166665,4.454545497894287,3.3333333,-2.9033576828255767,-1.2234387915132912
1,2019,109,CDV,8.89,8.1000004,9.17,4,6.583333492279053,5.666666507720947,5.777777671813965,5.583333492279053,5.583333492279053,5.25,5.5,5.0,5.083333492279053,5.363636493682861,6.800000190734863,5.666666507720947,5.25,7.199999809265137,5.4545455,3.8333333,4.545454502105713,5.75,-1.272022181018719,0.2951102950577226
1,2019,108,PSC/CDH,3.7,3.4000001,3.45,4,6.416666507720947,5.55555534362793,6.0,4.583333492279053,4.666666507720947,5.083333492279053,4.777777671813965,3.916666746139526,4.363636493682861,4.454545497894287,5.900000095367432,4.5,4.181818,6.0,4.7777777,5.818182,4.090909004211426,4.090909,-0.3840034813931528,-0.8538651145080178
1,2024,102,PS,8.04,10.66666666666667,7.4299998,5,5.7777777,3.5,5.0,2.5555556,2.4444444,2.2,3.3333333,2.4285715,2.6666667,2.0,4.25,3.2222223,3.1111112,4.0,3.0,5.5,2.3333333,3.75,-3.3832292823522097,0.984369056945885
1,2024,103,Vooruit,8.11,8.666666666666668,7.9899998,5,6.0999999,4.5,5.0,4.3000002,4.0999999,3.1666667,4.0,3.5,3.3333333,1.46428575,4.4000001,5.0,5.1111112,4.0,3.2,5.5,5.0,3.75,-1.9055527921666044,-0.1288112475285315
1,2024,104,Ecolo,2.93,2.0,3.6400001,7,5.8888888,5.0,5.5,2.4444444,2.4444444,2.2,3.6666667,2.7142856,1.3333334,1.16666665,5.75,2.4444444,2.4285715,3.0,1.0,6.75,1.75,1.75,-4.791766575981108,-0.7694597751135276
1,2024,105,Groen,4.65,4.0,6.3200002,7,5.9000001,5.0,5.5,2.5,2.7,2.3333333,3.6666667,2.5,1.6666666,1.0,5.4000001,2.5999999,2.5555556,3.0,1.0,6.25,2.25,1.75,-4.5696574153218945,-0.6438896638333478
1,2024,106,MR,10.26,13.33333333333333,12.62,3,6.4444447,7.0,5.0,7.4444447,8.0,8.3999996,8.0,7.8571429,6.0,2.9000001,1.5,6.5,7.25,6.0,7.4000001,6.25,6.75,4.0,2.094128200915507,-4.028290993027416
1,2024,107,Open Vld,5.45,4.666666666666667,5.7600002,3,6.6999998,7.0,5.5,6.3333335,7.0,7.6666665,7.3333335,6.625,4.6666665,1.46428575,1.2,5.5999999,5.7777777,4.5,6.0,5.25,5.0,2.75,0.09179277048647295,-3.783829359747326
1,2024,108,LE,6.77,9.333333333333334,5.1700001,4,6.4285712,6.0,5.5,5.5555553,5.3333335,4.5999999,4.3333335,4.8571429,5.0,3.0,5.75,4.625,5.5714288,7.0,5.8000002,5.3333335,5.6666665,4.6666665,-0.05175508009586821,-0.8332060563350474
1,2024,109,CD&V,7.98,7.333333333333333,8.3400002,4,6.6999998,6.0,5.5,5.6999998,5.5999999,5.0,4.6666665,5.0,5.0,3.5,6.5999999,5.5,5.6666665,7.6666665,6.4000001,4.0,5.75,5.25,0.5671688671096748,-1.1132762786252617
1,2024,110,N-VA,16.71,16.0,13.97,8,4.5,6.0,4.0,7.5,7.5,8.5,6.3333335,6.875,8.0,3.57142855,3.0,8.1999998,7.7777777,5.6666665,6.8000002,0.5,8.0,7.5,3.3341193943143437,-2.6808459501960673
1,2024,111,DeFl,1.2,0.6666666666666667,1.05,8,6.0,,5.5,6.0,5.5,5.5,5.0,4.5,2.0,1.5,6.0,4.5,5.3333335,2.5,5.0,3.5,5.0,3.0,-1.4222044978270383,-2.173035689972322
1,2024,112,VB,13.77,13.33333333333333,14.5,1,2.0,2.5,2.0,9.1999998,7.0,6.0,5.5,5.25,9.333333,6.5357144,3.4000001,9.8999996,9.8888893,5.0,8.0,1.25,9.75,9.25,5.224146625457662,1.5929222050581469
1,2024,119,PVDA-PTB,9.86,10.0,5.1300001,6,2.4444444,2.0,1.5,0.80000001,0.80000001,1.0,1.6666666,0.625,2.0,2.53571425,5.75,2.7777777,2.5,2.5,5.0,8.0,2.0,4.75,-3.380496767439893,5.057655420879749
2,1999,213,EL,2.70000004768372,2.8,,6,1.142857193946838,,1.142857193946838,1.0,1.0,,,,,,,,,,,,,,3.3410680086622735,1.485174071905445
2,1999,211,V,24.0,23.5,23.39999961853027,3,7.0,,6.428571224212646,7.142857074737549,7.714285850524902,,,,,,,,,,,,,,-2.0013943952870097,-0.9928110806486915
2,1999,204,CD,4.3,4.5,3.5,3,7.0,,5.857142925262451,5.571428775787354,5.285714149475098,,,,,,,,,,,,,,-0.6980675354949418,-1.246823827163263
2,1999,212,FP,2.4,2.2,0.699999988079071,1,1.428571462631226,,1.285714268684387,9.285714149475098,8.857142448425293,,,,,,,,,,,,,,-1.5693664940933187,3.1627553802671766
2,1999,210,KRF,2.4,2.2,2.0,10,4.714285850524902,,4.714285850524902,5.428571224212646,5.714285850524902,,,,,,,,,,,,,,-0.3358991008661691,0.006570153970081522
2,1999,206,SF,7.6,7.3000002,7.099999904632568,6,2.571428537368774,,2.571428537368774,2.285714387893677,2.142857074737549,,,,,,,,,,,,,,2.2338508069678658,0.7680848488755079
2,1999,201,SD,35.9,35.200001,16.5,5,5.142857074737549,,5.142857074737549,3.857142925262451,3.428571462631226,,,,,,,,,,,,,,0.6918797967851504,-0.7324884197365458
2,1999,215,DF,7.4,7.3000002,5.800000190734863,1,1.428571462631226,,1.285714268684387,8.857142448425293,7.285714149475098,,,,,,,,,,,,,,-0.9350358393970116,2.9803826715386674
2,1999,203,KF,8.9,8.8999996,8.5,2,6.0,,5.857142925262451,7.142857074737549,7.285714149475098,,,,,,,,,,,,,,-1.6415369664663426,-0.48966271348877544
2,1999,216,JuniB,,,16.10000038146973,9,1.428571462631226,,1.142857193946838,2.0,2.0,,,,,,,,,,,,,,2.7058401990909537,1.629742592082112
2,1999,217,FolkB,,,7.300000190734863,9,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,3.3820312462505835,1.5831169321459397
2,1999,202,RV,3.9,3.9000001,9.100000381469728,3,5.571428775787354,,5.142857074737549,5.0,5.285714149475098,,,,,,,,,,,,,,-0.2614171006121331,-0.5513131831510748
2,2002,215,DF,12.4,12.3,5.800000190734863,1,1.62,2.69,2.08,8.85,6.08,,,,,,,,,,,,,,3.534212451334475,-1.1579983850348907
2,2002,202,RV,5.2,5.0,9.100000381469728,3,5.77,5.08,5.0,5.08,5.31,,,,,,,,,,,,,,-0.6000870750509014,-0.1868945644103376
2,2002,211,V,31.3,31.200001,23.39999961853027,3,6.62,6.0,6.25,7.38,7.85,,,,,,,,,,,,,,-1.5606734303688536,-2.041663972550186
2,2002,206,SF,6.4,6.6999998,7.099999904632568,6,2.92,2.54,2.67,2.31,2.0,,,,,,,,,,,,,,1.9935706065519305,2.4616114627430186
2,2002,203,KF,9.1,8.8999996,8.5,2,5.54,5.33,5.5,7.0,6.85,,,,,,,,,,,,,,-0.5471731880426656,-1.3952492330267496
2,2002,201,SD,29.1,29.1,16.5,5,5.77,5.0,5.5,4.0,3.69,,,,,,,,,,,,,,-0.9080414689202857,0.6860271251423988
2,2006,217,FolkB,,,5.199999809265137,9,1.11,2.0,1.57,2.67,2.67,3.5,3.75,3.5,3.25,4.0,3.0,4.0,3.75,4.0,,4.25,4.75,,4.436882196922181,-0.45417786587067965
2,2006,206,SF,6.0,6.0999999,7.900000095367432,6,3.78,3.38,3.71,2.33,2.25,1.799999952316284,3.400000095367432,2.400000095367432,2.200000047683716,1.399999976158142,1.399999976158142,2.0,2.8,3.670000076293945,,4.5,2.75,,2.4936435015837306,-3.5518877530653583
2,2006,216,JuniB,,,9.100000381469728,9,1.22,2.14,1.57,3.17,2.83,3.5,3.75,3.5,3.25,4.0,3.0,4.0,3.75,4.0,,4.25,4.75,,4.289784686588546,-0.39387069301345534
2,2006,202,RV,9.2,9.5,6.400000095367432,3,6.67,6.25,5.86,4.78,5.75,6.0,7.400000095367432,5.800000190734863,2.200000047683716,1.200000047683716,1.600000023841858,2.400000095367432,2.8,1.669999957084656,,4.5,2.75,,-2.634539403051124,-3.4003913370854697
2,2006,213,EL,3.4,3.4000001,,6,2.11,2.13,2.29,1.0,1.13,1.0,1.799999952316284,0.6000000238418579,1.600000023841858,1.0,2.0,1.0,1.4,2.0,,4.5,2.25,,4.958715073529198,-4.258735612062734
2,2006,215,DF,13.2,13.4,6.800000190734863,1,2.33,3.0,2.29,7.67,4.75,3.400000095367432,5.800000190734863,3.799999952316284,8.800000190734863,6.400000095367432,4.800000190734863,9.199999809265137,9.6000004,4.329999923706055,,6.5,8.0,,2.024922293160257,4.66056542306123
2,2006,203,KF,10.3,10.1,11.30000019073486,2,6.22,6.63,5.86,7.11,7.5,6.800000190734863,7.599999904632568,7.0,8.0,5.199999809265137,3.200000047683716,7.599999904632568,8.0,3.329999923706055,,6.25,6.0,,-3.574210608402019,2.1465495519482025
